Site Name,Currently Being Observed,Latitude,Longitude,Year,First Bloom Date
"Nemuro, Japan",False,43.3301154,145.5829068,1957,
"Muroran, Japan",True,42.3152461,140.9740731,1957,5/8/1957
"Urakawa, Japan",False,42.1684998,142.7680974,1957,5/14/1957
"Esashi, Japan",False,41.8690714,140.1272235,1957,5/4/1957
"Hakodate, Japan",True,41.768793,140.729008,1957,5/8/1957
"Kutchan, Japan",False,42.901741,140.7590818,1957,5/15/1957
"Monbetsu, Japan",False,44.3565151,143.3545224,1957,5/11/1957
"Hiroo, Japan",False,42.285532,143.3116162,1957,
"Shinjo, Japan",False,38.7648577,140.3021449,1957,
"Aomori, Japan",True,40.886943,140.590121,1957,5/1/1957
"Hachinohe, Japan",False,40.5122388,141.4882959,1957,4/27/1957
"Akita, Japan",True,39.6898802,140.342608,1957,4/24/1957
"Morioka, Japan",True,39.7021331,141.1545397,1957,4/27/1957
"Miyako, Japan",False,39.6395835,141.9461177,1957,4/20/1957
"Sakata, Japan",False,38.9147229,139.8364101,1957,4/17/1957
"Yamagata, Japan",True,38.2553393,140.3400205,1957,4/20/1957
"Sendai, Japan",True,38.2677554,140.8691498,1957,4/16/1957
"Fukushima, Japan",True,37.75454,140.4592144,1957,4/15/1957
"Shirakawa, Japan",False,37.1263397,140.2107192,1957,4/16/1957
"Onahama, Japan",False,36.9383759,140.8977807,1957,4/11/1957
"Wajima, Japan",False,37.3905644,136.8994281,1957,4/15/1957
"Aikawa, Japan",False,35.532347,139.297795,1957,4/16/1957
"Niigata, Japan",True,37.6452283,138.7669125,1957,4/18/1957
"Kanazawa, Japan",True,36.5780499,136.6480247,1957,4/8/1957
"Toyama, Japan",True,36.6957569,137.2136215,1957,4/16/1957
"Nagano, Japan",True,36.1143945,138.0319015,1957,4/17/1957
"Takada, Japan",False,34.516288,135.7448226,1957,4/16/1957
"Utsunomiya, Japan",True,36.5549677,139.8828776,1957,4/9/1957
"Fukui, Japan",True,35.9263502,136.6068127,1957,4/11/1957
"Takayama, Japan",False,36.1396246,137.2510322,1957,4/21/1957
"Matsumoto, Japan",False,36.2382047,137.9687141,1957,4/17/1957
"Maebashi, Japan",True,36.3893418,139.0632826,1957,4/6/1957
"Kumagaya, Japan",True,36.1472472,139.3886141,1957,4/7/1957
"Mito, Japan",True,36.3657792,140.4713933,1957,4/8/1957
"Tsuruga, Japan",False,35.6445135,136.0734634,1957,4/11/1957
"Gifu, Japan",True,35.7867449,137.0460777,1957,4/8/1957
"Nagoya, Japan",True,35.1851045,136.8998438,1957,4/8/1957
"Iida, Japan",False,35.5147101,137.8219519,1957,4/12/1957
"Kofu, Japan",True,35.6652481,138.5710441,1957,4/7/1957
"Choshi, Japan",True,35.7345338,140.8272667,1957,4/5/1957
"Tsu, Japan",True,34.7341973,136.5153283,1957,4/8/1957
"Hamamatsu, Japan",False,34.7109786,137.7259431,1957,4/7/1957
"Shizuoka, Japan",True,34.979149,138.38299,1957,4/1/1957
"Tokyo, Japan",True,35.6828387,139.7594549,1957,4/2/1957
"Owase, Japan",False,34.0707815,136.1911394,1957,4/5/1957
"Yokohama, Japan",True,35.444991,139.636768,1957,4/3/1957
"Tateyama, Japan",False,34.9965304,139.8699838,1957,
"Oshima, Japan",False,34.737515,139.400251,1957,3/26/1957
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1957,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1957,4/2/1957
"Saigo, Japan",False,32.8728923,130.2439633,1957,4/9/1957
"Matsue, Japan",True,35.468115,133.048768,1957,4/10/1957
"Yonago, Japan",False,35.4276408,133.331459,1957,4/10/1957
"Tottori, Japan",True,35.3555075,133.8678525,1957,4/10/1957
"Toyooka, Japan",False,35.5446737,134.8201126,1957,4/8/1957
"Maizuru, Japan",False,35.4704853,135.34844,1957,4/11/1957
"Hamada, Japan",False,34.8991982,132.0799984,1957,4/5/1957
"Kyoto, Japan",True,35.021041,135.7556075,1957,4/7/1957
"Hikone, Japan",True,35.254276,136.215376,1957,4/10/1957
"Hiroshima, Japan",True,34.3916058,132.4518156,1957,4/5/1957
"Okayama, Japan",True,34.6553944,133.9194595,1957,4/6/1957
"Kobe, Japan",True,34.6932379,135.1943764,1957,4/8/1957
"Osaka, Japan",True,34.6198813,135.490357,1957,4/7/1957
"Sumoto, Japan",False,34.3389909,134.859985,1957,4/6/1957
"Wakayama, Japan",True,34.234617,135.1782181,1957,4/4/1957
"Shionomisaki, Japan",False,33.4377085,135.7549926,1957,
"Nara, Japan",True,34.2963089,135.8816819,1957,4/7/1957
"Matsuyama, Japan",True,33.8395188,132.7653521,1957,4/6/1957
"Takamatsu, Japan",True,34.3425592,134.0465338,1957,4/3/1957
"Uwajima, Japan",False,33.2232315,132.5606514,1957,
"Kochi, Japan",True,33.5680384,133.5394221,1957,4/2/1957
"Tokushima, Japan",True,34.0698307,134.5550353,1957,4/5/1957
"Shimonoseki, Japan",True,33.9577116,130.9415455,1957,4/6/1957
"Izuhara, Japan",False,34.2022882,129.288952,1957,4/5/1957
"Fukuoka, Japan",True,33.6251241,130.6180016,1957,4/1/1957
"Saga, Japan",True,33.2185408,130.1296585,1957,3/31/1957
"Oita, Japan",True,33.1819875,131.4270217,1957,4/6/1957
"Fukue, Japan",False,34.0471135,130.9156608,1957,4/4/1957
"Nagasaki, Japan",True,33.1154683,129.7874339,1957,3/30/1957
"Kumamoto, Japan",True,32.6450475,130.6341345,1957,3/29/1957
"Nobeoka, Japan",False,32.5823063,131.6649034,1957,
"Kagoshima, Japan",True,31.5841689,130.543387,1957,4/1/1957
"Miyazaki, Japan",True,31.9076334,131.4204022,1957,
"Yakushima, Japan",False,30.347925,130.52448324447516,1957,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1957,
"Naze, Japan",True,28.3934485,129.5337385,1957,1/14/1957
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1957,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1957,1/18/1957
"Miyakojima, Japan",True,24.813957,125.30557898287014,1957,
"Kumejima, Japan",False,26.341139,126.78905289115316,1957,
"Naha, Japan",True,26.2122345,127.6791452,1957,
"Nago, Japan",False,26.5914524,127.9773062,1957,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1957,1/16/1957
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1957,
"Wakkanai, Japan",True,45.4158108,141.6730309,1958,5/23/1958
"Rumoi, Japan",False,43.941029,141.6368171,1958,5/12/1958
"Asahikawa, Japan",True,43.7627501,142.3579263,1958,5/10/1958
"Abashiri, Japan",True,44.0206027,144.2732035,1958,
"Sapporo, Japan",True,43.061936,141.3542924,1958,
"Iwamizawa, Japan",False,43.1959915,141.7761132,1958,5/10/1958
"Obihiro, Japan",True,42.923809,143.1966324,1958,5/13/1958
"Kushiro, Japan",True,42.9906837,144.3820381,1958,
"Nemuro, Japan",False,43.3301154,145.5829068,1958,
"Muroran, Japan",True,42.3152461,140.9740731,1958,5/12/1958
"Urakawa, Japan",False,42.1684998,142.7680974,1958,5/12/1958
"Esashi, Japan",False,41.8690714,140.1272235,1958,5/5/1958
"Hakodate, Japan",True,41.768793,140.729008,1958,5/4/1958
"Kutchan, Japan",False,42.901741,140.7590818,1958,5/16/1958
"Monbetsu, Japan",False,44.3565151,143.3545224,1958,5/19/1958
"Hiroo, Japan",False,42.285532,143.3116162,1958,5/9/1958
"Shinjo, Japan",False,38.7648577,140.3021449,1958,4/23/1958
"Aomori, Japan",True,40.886943,140.590121,1958,4/29/1958
"Hachinohe, Japan",False,40.5122388,141.4882959,1958,4/24/1958
"Akita, Japan",True,39.6898802,140.342608,1958,4/22/1958
"Morioka, Japan",True,39.7021331,141.1545397,1958,4/24/1958
"Miyako, Japan",False,39.6395835,141.9461177,1958,4/19/1958
"Sakata, Japan",False,38.9147229,139.8364101,1958,4/13/1958
"Yamagata, Japan",True,38.2553393,140.3400205,1958,4/17/1958
"Sendai, Japan",True,38.2677554,140.8691498,1958,4/10/1958
"Fukushima, Japan",True,37.75454,140.4592144,1958,4/7/1958
"Shirakawa, Japan",False,37.1263397,140.2107192,1958,4/10/1958
"Onahama, Japan",False,36.9383759,140.8977807,1958,4/7/1958
"Wajima, Japan",False,37.3905644,136.8994281,1958,4/7/1958
"Aikawa, Japan",False,35.532347,139.297795,1958,4/8/1958
"Niigata, Japan",True,37.6452283,138.7669125,1958,4/13/1958
"Kanazawa, Japan",True,36.5780499,136.6480247,1958,4/1/1958
"Toyama, Japan",True,36.6957569,137.2136215,1958,4/5/1958
"Nagano, Japan",True,36.1143945,138.0319015,1958,4/9/1958
"Takada, Japan",False,34.516288,135.7448226,1958,4/6/1958
"Utsunomiya, Japan",True,36.5549677,139.8828776,1958,4/6/1958
"Fukui, Japan",True,35.9263502,136.6068127,1958,4/3/1958
"Takayama, Japan",False,36.1396246,137.2510322,1958,4/14/1958
"Matsumoto, Japan",False,36.2382047,137.9687141,1958,4/8/1958
"Maebashi, Japan",True,36.3893418,139.0632826,1958,4/1/1958
"Kumagaya, Japan",True,36.1472472,139.3886141,1958,4/1/1958
"Mito, Japan",True,36.3657792,140.4713933,1958,4/4/1958
"Tsuruga, Japan",False,35.6445135,136.0734634,1958,4/5/1958
"Gifu, Japan",True,35.7867449,137.0460777,1958,3/28/1958
"Nagoya, Japan",True,35.1851045,136.8998438,1958,3/25/1958
"Iida, Japan",False,35.5147101,137.8219519,1958,4/5/1958
"Kofu, Japan",True,35.6652481,138.5710441,1958,4/1/1958
"Choshi, Japan",True,35.7345338,140.8272667,1958,4/1/1958
"Tsu, Japan",True,34.7341973,136.5153283,1958,4/6/1958
"Hamamatsu, Japan",False,34.7109786,137.7259431,1958,4/2/1958
"Shizuoka, Japan",True,34.979149,138.38299,1958,3/25/1958
"Tokyo, Japan",True,35.6828387,139.7594549,1958,3/30/1958
"Owase, Japan",False,34.0707815,136.1911394,1958,3/28/1958
"Yokohama, Japan",True,35.444991,139.636768,1958,3/25/1958
"Tateyama, Japan",False,34.9965304,139.8699838,1958,
"Oshima, Japan",False,34.737515,139.400251,1958,
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1958,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1958,4/4/1958
"Saigo, Japan",False,32.8728923,130.2439633,1958,4/1/1958
"Matsue, Japan",True,35.468115,133.048768,1958,4/5/1958
"Yonago, Japan",False,35.4276408,133.331459,1958,4/4/1958
"Tottori, Japan",True,35.3555075,133.8678525,1958,4/4/1958
"Toyooka, Japan",False,35.5446737,134.8201126,1958,4/5/1958
"Maizuru, Japan",False,35.4704853,135.34844,1958,4/4/1958
"Hamada, Japan",False,34.8991982,132.0799984,1958,3/25/1958
"Kyoto, Japan",True,35.021041,135.7556075,1958,4/2/1958
"Hikone, Japan",True,35.254276,136.215376,1958,4/5/1958
"Hiroshima, Japan",True,34.3916058,132.4518156,1958,3/26/1958
"Okayama, Japan",True,34.6553944,133.9194595,1958,4/1/1958
"Kobe, Japan",True,34.6932379,135.1943764,1958,4/2/1958
"Osaka, Japan",True,34.6198813,135.490357,1958,3/27/1958
"Sumoto, Japan",False,34.3389909,134.859985,1958,3/28/1958
"Wakayama, Japan",True,34.234617,135.1782181,1958,3/24/1958
"Shionomisaki, Japan",False,33.4377085,135.7549926,1958,3/27/1958
"Nara, Japan",True,34.2963089,135.8816819,1958,4/2/1958
"Matsuyama, Japan",True,33.8395188,132.7653521,1958,4/1/1958
"Takamatsu, Japan",True,34.3425592,134.0465338,1958,4/1/1958
"Uwajima, Japan",False,33.2232315,132.5606514,1958,
"Kochi, Japan",True,33.5680384,133.5394221,1958,3/24/1958
"Tokushima, Japan",True,34.0698307,134.5550353,1958,3/28/1958
"Shimonoseki, Japan",True,33.9577116,130.9415455,1958,3/25/1958
"Izuhara, Japan",False,34.2022882,129.288952,1958,3/24/1958
"Fukuoka, Japan",True,33.6251241,130.6180016,1958,3/25/1958
"Saga, Japan",True,33.2185408,130.1296585,1958,3/24/1958
"Oita, Japan",True,33.1819875,131.4270217,1958,3/27/1958
"Fukue, Japan",False,34.0471135,130.9156608,1958,3/31/1958
"Nagasaki, Japan",True,33.1154683,129.7874339,1958,3/22/1958
"Kumamoto, Japan",True,32.6450475,130.6341345,1958,3/24/1958
"Nobeoka, Japan",False,32.5823063,131.6649034,1958,
"Kagoshima, Japan",True,31.5841689,130.543387,1958,3/26/1958
"Miyazaki, Japan",True,31.9076334,131.4204022,1958,
"Yakushima, Japan",False,30.347925,130.52448324447516,1958,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1958,3/29/1958
"Naze, Japan",True,28.3934485,129.5337385,1958,
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1958,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1958,1/10/1958
"Miyakojima, Japan",True,24.813957,125.30557898287014,1958,
"Kumejima, Japan",False,26.341139,126.78905289115316,1958,
"Naha, Japan",True,26.2122345,127.6791452,1958,
"Nago, Japan",False,26.5914524,127.9773062,1958,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1958,
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1958,
"Wakkanai, Japan",True,45.4158108,141.6730309,1959,5/3/1959
"Rumoi, Japan",False,43.941029,141.6368171,1959,
"Asahikawa, Japan",True,43.7627501,142.3579263,1959,5/8/1959
"Abashiri, Japan",True,44.0206027,144.2732035,1959,5/3/1959
"Sapporo, Japan",True,43.061936,141.3542924,1959,5/5/1959
"Iwamizawa, Japan",False,43.1959915,141.7761132,1959,4/28/1959
"Obihiro, Japan",True,42.923809,143.1966324,1959,5/1/1959
"Kushiro, Japan",True,42.9906837,144.3820381,1959,
"Nemuro, Japan",False,43.3301154,145.5829068,1959,
"Muroran, Japan",True,42.3152461,140.9740731,1959,4/27/1959
"Urakawa, Japan",False,42.1684998,142.7680974,1959,5/2/1959
"Esashi, Japan",False,41.8690714,140.1272235,1959,4/27/1959
"Hakodate, Japan",True,41.768793,140.729008,1959,4/26/1959
"Kutchan, Japan",False,42.901741,140.7590818,1959,5/2/1959
"Monbetsu, Japan",False,44.3565151,143.3545224,1959,5/1/1959
"Hiroo, Japan",False,42.285532,143.3116162,1959,4/29/1959
"Shinjo, Japan",False,38.7648577,140.3021449,1959,4/15/1959
"Aomori, Japan",True,40.886943,140.590121,1959,4/19/1959
"Hachinohe, Japan",False,40.5122388,141.4882959,1959,4/21/1959
"Akita, Japan",True,39.6898802,140.342608,1959,4/9/1959
"Morioka, Japan",True,39.7021331,141.1545397,1959,4/18/1959
"Miyako, Japan",False,39.6395835,141.9461177,1959,4/14/1959
"Sakata, Japan",False,38.9147229,139.8364101,1959,4/7/1959
"Yamagata, Japan",True,38.2553393,140.3400205,1959,4/9/1959
"Sendai, Japan",True,38.2677554,140.8691498,1959,4/4/1959
"Fukushima, Japan",True,37.75454,140.4592144,1959,4/3/1959
"Shirakawa, Japan",False,37.1263397,140.2107192,1959,4/8/1959
"Onahama, Japan",False,36.9383759,140.8977807,1959,3/30/1959
"Wajima, Japan",False,37.3905644,136.8994281,1959,4/1/1959
"Aikawa, Japan",False,35.532347,139.297795,1959,4/3/1959
"Niigata, Japan",True,37.6452283,138.7669125,1959,4/5/1959
"Kanazawa, Japan",True,36.5780499,136.6480247,1959,3/27/1959
"Toyama, Japan",True,36.6957569,137.2136215,1959,3/31/1959
"Nagano, Japan",True,36.1143945,138.0319015,1959,4/5/1959
"Takada, Japan",False,34.516288,135.7448226,1959,4/3/1959
"Utsunomiya, Japan",True,36.5549677,139.8828776,1959,3/31/1959
"Fukui, Japan",True,35.9263502,136.6068127,1959,3/30/1959
"Takayama, Japan",False,36.1396246,137.2510322,1959,4/8/1959
"Matsumoto, Japan",False,36.2382047,137.9687141,1959,4/5/1959
"Maebashi, Japan",True,36.3893418,139.0632826,1959,3/24/1959
"Kumagaya, Japan",True,36.1472472,139.3886141,1959,3/26/1959
"Mito, Japan",True,36.3657792,140.4713933,1959,3/30/1959
"Tsuruga, Japan",False,35.6445135,136.0734634,1959,3/28/1959
"Gifu, Japan",True,35.7867449,137.0460777,1959,3/22/1959
"Nagoya, Japan",True,35.1851045,136.8998438,1959,3/23/1959
"Iida, Japan",False,35.5147101,137.8219519,1959,3/27/1959
"Kofu, Japan",True,35.6652481,138.5710441,1959,3/24/1959
"Choshi, Japan",True,35.7345338,140.8272667,1959,3/23/1959
"Tsu, Japan",True,34.7341973,136.5153283,1959,3/23/1959
"Hamamatsu, Japan",False,34.7109786,137.7259431,1959,3/28/1959
"Shizuoka, Japan",True,34.979149,138.38299,1959,3/20/1959
"Tokyo, Japan",True,35.6828387,139.7594549,1959,3/24/1959
"Owase, Japan",False,34.0707815,136.1911394,1959,3/18/1959
"Yokohama, Japan",True,35.444991,139.636768,1959,3/20/1959
"Tateyama, Japan",False,34.9965304,139.8699838,1959,
"Oshima, Japan",False,34.737515,139.400251,1959,3/21/1959
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1959,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1959,4/1/1959
"Saigo, Japan",False,32.8728923,130.2439633,1959,3/25/1959
"Matsue, Japan",True,35.468115,133.048768,1959,3/27/1959
"Yonago, Japan",False,35.4276408,133.331459,1959,3/26/1959
"Tottori, Japan",True,35.3555075,133.8678525,1959,3/28/1959
"Toyooka, Japan",False,35.5446737,134.8201126,1959,3/25/1959
"Maizuru, Japan",False,35.4704853,135.34844,1959,3/27/1959
"Hamada, Japan",False,34.8991982,132.0799984,1959,3/23/1959
"Kyoto, Japan",True,35.021041,135.7556075,1959,3/23/1959
"Hikone, Japan",True,35.254276,136.215376,1959,3/29/1959
"Hiroshima, Japan",True,34.3916058,132.4518156,1959,3/21/1959
"Okayama, Japan",True,34.6553944,133.9194595,1959,3/23/1959
"Kobe, Japan",True,34.6932379,135.1943764,1959,3/27/1959
"Osaka, Japan",True,34.6198813,135.490357,1959,3/25/1959
"Sumoto, Japan",False,34.3389909,134.859985,1959,3/23/1959
"Wakayama, Japan",True,34.234617,135.1782181,1959,3/19/1959
"Shionomisaki, Japan",False,33.4377085,135.7549926,1959,3/10/1959
"Nara, Japan",True,34.2963089,135.8816819,1959,3/24/1959
"Matsuyama, Japan",True,33.8395188,132.7653521,1959,3/23/1959
"Takamatsu, Japan",True,34.3425592,134.0465338,1959,3/26/1959
"Uwajima, Japan",False,33.2232315,132.5606514,1959,
"Kochi, Japan",True,33.5680384,133.5394221,1959,3/21/1959
"Tokushima, Japan",True,34.0698307,134.5550353,1959,3/26/1959
"Shimonoseki, Japan",True,33.9577116,130.9415455,1959,3/23/1959
"Izuhara, Japan",False,34.2022882,129.288952,1959,3/22/1959
"Fukuoka, Japan",True,33.6251241,130.6180016,1959,3/25/1959
"Saga, Japan",True,33.2185408,130.1296585,1959,3/22/1959
"Oita, Japan",True,33.1819875,131.4270217,1959,3/28/1959
"Fukue, Japan",False,34.0471135,130.9156608,1959,3/20/1959
"Nagasaki, Japan",True,33.1154683,129.7874339,1959,3/22/1959
"Kumamoto, Japan",True,32.6450475,130.6341345,1959,3/19/1959
"Nobeoka, Japan",False,32.5823063,131.6649034,1959,
"Kagoshima, Japan",True,31.5841689,130.543387,1959,3/23/1959
"Miyazaki, Japan",True,31.9076334,131.4204022,1959,
"Yakushima, Japan",False,30.347925,130.52448324447516,1959,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1959,4/3/1959
"Naze, Japan",True,28.3934485,129.5337385,1959,1/28/1959
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1959,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1959,
"Miyakojima, Japan",True,24.813957,125.30557898287014,1959,
"Kumejima, Japan",False,26.341139,126.78905289115316,1959,
"Naha, Japan",True,26.2122345,127.6791452,1959,
"Nago, Japan",False,26.5914524,127.9773062,1959,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1959,1/12/1959
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1959,
"Wakkanai, Japan",True,45.4158108,141.6730309,1960,5/19/1960
"Rumoi, Japan",False,43.941029,141.6368171,1960,
"Asahikawa, Japan",True,43.7627501,142.3579263,1960,5/13/1960
"Abashiri, Japan",True,44.0206027,144.2732035,1960,
"Sapporo, Japan",True,43.061936,141.3542924,1960,5/5/1960
"Iwamizawa, Japan",False,43.1959915,141.7761132,1960,5/11/1960
"Obihiro, Japan",True,42.923809,143.1966324,1960,5/11/1960
"Kushiro, Japan",True,42.9906837,144.3820381,1960,
"Nemuro, Japan",False,43.3301154,145.5829068,1960,5/25/1960
"Muroran, Japan",True,42.3152461,140.9740731,1960,5/8/1960
"Urakawa, Japan",False,42.1684998,142.7680974,1960,5/13/1960
"Esashi, Japan",False,41.8690714,140.1272235,1960,5/2/1960
"Hakodate, Japan",True,41.768793,140.729008,1960,5/4/1960
"Kutchan, Japan",False,42.901741,140.7590818,1960,5/17/1960
"Monbetsu, Japan",False,44.3565151,143.3545224,1960,5/15/1960
"Hiroo, Japan",False,42.285532,143.3116162,1960,5/9/1960
"Shinjo, Japan",False,38.7648577,140.3021449,1960,4/23/1960
"Aomori, Japan",True,40.886943,140.590121,1960,4/27/1960
"Hachinohe, Japan",False,40.5122388,141.4882959,1960,4/27/1960
"Akita, Japan",True,39.6898802,140.342608,1960,4/21/1960
"Morioka, Japan",True,39.7021331,141.1545397,1960,4/27/1960
"Miyako, Japan",False,39.6395835,141.9461177,1960,4/20/1960
"Sakata, Japan",False,38.9147229,139.8364101,1960,4/14/1960
"Yamagata, Japan",True,38.2553393,140.3400205,1960,4/17/1960
"Sendai, Japan",True,38.2677554,140.8691498,1960,4/12/1960
"Fukushima, Japan",True,37.75454,140.4592144,1960,4/8/1960
"Shirakawa, Japan",False,37.1263397,140.2107192,1960,4/11/1960
"Onahama, Japan",False,36.9383759,140.8977807,1960,4/5/1960
"Wajima, Japan",False,37.3905644,136.8994281,1960,4/6/1960
"Aikawa, Japan",False,35.532347,139.297795,1960,4/6/1960
"Niigata, Japan",True,37.6452283,138.7669125,1960,4/11/1960
"Kanazawa, Japan",True,36.5780499,136.6480247,1960,3/29/1960
"Toyama, Japan",True,36.6957569,137.2136215,1960,4/5/1960
"Nagano, Japan",True,36.1143945,138.0319015,1960,4/13/1960
"Takada, Japan",False,34.516288,135.7448226,1960,4/5/1960
"Utsunomiya, Japan",True,36.5549677,139.8828776,1960,4/1/1960
"Fukui, Japan",True,35.9263502,136.6068127,1960,4/1/1960
"Takayama, Japan",False,36.1396246,137.2510322,1960,4/12/1960
"Matsumoto, Japan",False,36.2382047,137.9687141,1960,4/8/1960
"Maebashi, Japan",True,36.3893418,139.0632826,1960,3/27/1960
"Kumagaya, Japan",True,36.1472472,139.3886141,1960,3/28/1960
"Mito, Japan",True,36.3657792,140.4713933,1960,4/4/1960
"Tsuruga, Japan",False,35.6445135,136.0734634,1960,3/30/1960
"Gifu, Japan",True,35.7867449,137.0460777,1960,3/23/1960
"Nagoya, Japan",True,35.1851045,136.8998438,1960,3/22/1960
"Iida, Japan",False,35.5147101,137.8219519,1960,3/30/1960
"Kofu, Japan",True,35.6652481,138.5710441,1960,3/25/1960
"Choshi, Japan",True,35.7345338,140.8272667,1960,3/26/1960
"Tsu, Japan",True,34.7341973,136.5153283,1960,3/28/1960
